Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
1978,0,0.17726562,0.172556335,0.181451365,0.179296354,0.122043302,,0.134600282,0.134600282,0.00000606,4.43E-11,1.13E-69
1979,0,0.177077301,0.172373034,0.181259067,0.179105356,0.121907618,,0.134466155,0.134466155,0.00000604,4.37E-11,1.13E-69
1980,0,0.176889276,0.172190019,0.18106707,0.178914658,0.121772153,,0.13433223,0.13433223,0.00000602,4.31E-11,1.13E-69
1981,0,0.176701546,0.172007292,0.180875373,0.178724259,0.121636908,,0.134198505,0.134198505,0.000006,4.25E-11,1.13E-69
1982,0,0.17651411,0.171824851,0.180683975,0.178534159,0.12150188,,0.134064981,0.134064981,0.00000599,4.20E-11,1.13E-69
1983,0,0.176326967,0.171642695,0.180492876,0.178344356,0.121367071,,0.133931657,0.133931657,0.00000597,4.14E-11,1.13E-69
1984,0,0.176140116,0.171460823,0.180302075,0.178154851,0.121232478,,0.133798532,0.133798532,0.00000595,4.08E-11,1.13E-69
1985,0,0.175953558,0.171279237,0.180111572,0.177965642,0.121098103,,0.133665607,0.133665607,0.00000593,4.03E-11,1.13E-69
1986,0,0.175767291,0.171097934,0.179921366,0.177776729,0.120963944,,0.133532881,0.133532881,0.00000591,3.97E-11,1.13E-69
1987,0,0.175581314,0.170916914,0.179731457,0.177588112,0.120830001,,0.133400353,0.133400353,0.00000589,3.92E-11,1.13E-69
1988,0,0.175395628,0.170736176,0.179541843,0.177399789,0.120696274,,0.133268024,0.133268024,0.00000588,3.87E-11,1.13E-69
1989,0,0.175210231,0.17055572,0.179352524,0.17721176,0.120562762,,0.133135892,0.133135892,0.00000586,3.81E-11,1.13E-69
1990,0,0.175025123,0.170375546,0.1791635,0.177024025,0.120429465,,0.133003957,0.133003957,0.00000584,3.76E-11,1.13E-69
1991,0,0.174840304,0.170195653,0.17897477,0.176836583,0.120296381,,0.13287222,0.13287222,0.00000582,3.71E-11,1.13E-69
1992,0,0.174655772,0.17001604,0.178786334,0.176649434,0.120163512,,0.132740679,0.132740679,0.0000058,3.66E-11,1.13E-69
1993,0,0.174471527,0.169836706,0.17859819,0.176462576,0.120030855,,0.132609334,0.132609334,0.00000579,3.61E-11,1.13E-69
1994,0,0.174287569,0.169657652,0.178410338,0.176276009,0.119898412,,0.132478185,0.132478185,0.00000577,3.56E-11,1.13E-69
1995,0,0.174103897,0.169478875,0.178222778,0.176089733,0.119766181,,0.132347231,0.132347231,0.00000575,3.51E-11,1.13E-69
1996,0,0.173920511,0.169300377,0.178035508,0.175903746,0.119634162,,0.132216472,0.132216472,0.00000573,3.47E-11,1.13E-69
1997,0,0.173737409,0.169122156,0.17784853,0.175718049,0.119502354,,0.132085908,0.132085908,0.00000571,3.42E-11,1.13E-69
1998,0,0.173554592,0.168944212,0.17766184,0.175532641,0.119370758,,0.131955538,0.131955538,0.0000057,3.37E-11,1.13E-69
1999,0,0.173372058,0.168766545,0.17747544,0.175347521,0.119239372,,0.131825362,0.131825362,0.00000568,3.33E-11,1.13E-69
2000,0,0.173189807,0.168589152,0.177289329,0.175162689,0.119108196,,0.131695379,0.131695379,0.00000566,3.28E-11,1.13E-69
2001,0,0.173007838,0.168412035,0.177103506,0.174978143,0.11897723,,0.131565589,0.131565589,0.00000564,3.24E-11,1.13E-69
2002,0,0.172826152,0.168235192,0.17691797,0.174793884,0.118846473,,0.131435992,0.131435992,0.00000563,3.19E-11,1.13E-69
2003,0,0.172644747,0.168058624,0.176732721,0.174609911,0.118715925,,0.131306587,0.131306587,0.00000561,3.15E-11,1.13E-69
2004,0,0.172463623,0.167882328,0.176547758,0.174426223,0.118585586,,0.131177375,0.131177375,0.00000559,3.11E-11,1.13E-69
2005,0,0.172282778,0.167706306,0.176363081,0.174242819,0.118455455,,0.131048353,0.131048353,0.00000558,3.07E-11,1.13E-69
2006,0,0.172102214,0.167530555,0.176178688,0.1740597,0.118325531,,0.130919523,0.130919523,0.00000556,3.03E-11,1.13E-69
2007,0,0.171921928,0.167355077,0.175994581,0.173876864,0.118195814,,0.130790883,0.130790883,0.00000554,2.98E-11,1.13E-69
2008,0,0.171741921,0.167179869,0.175810757,0.173694311,0.118066304,,0.130662434,0.130662434,0.00000552,2.94E-11,1.13E-69
2009,0,0.171562192,0.167004933,0.175627216,0.17351204,0.117937,,0.130534175,0.130534175,0.00000551,2.90E-11,1.13E-69
2010,0,0.17138274,0.166830266,0.175443959,0.173330052,0.117807902,,0.130406106,0.130406106,0.00000549,2.87E-11,1.13E-69
2011,0,0.171203565,0.166655868,0.175260983,0.173148344,0.117679009,,0.130278226,0.130278226,0.00000547,2.83E-11,1.13E-69
2012,0,0.171024666,0.16648174,0.175078289,0.172966917,0.117550321,,0.130150534,0.130150534,0.00000546,2.79E-11,1.13E-69
2013,0,0.170846043,0.16630788,0.174895876,0.172785769,0.117421838,,0.130023032,0.130023032,0.00000544,2.75E-11,1.13E-69
2014,0,0.170667695,0.166134288,0.174713744,0.172604902,0.117293559,,0.129895717,0.129895717,0.00000542,2.71E-11,1.13E-69
2015,0,0.170489621,0.165960963,0.174531891,0.172424313,0.117165483,,0.12976859,0.12976859,0.00000541,2.68E-11,1.13E-69
2016,0,0.170311821,0.165787905,0.174350318,0.172244002,0.117037611,,0.129641651,0.129641651,0.00000539,2.64E-11,1.13E-69
2017,0,0.170134295,0.165615113,0.174169023,0.172063969,0.116909942,,0.129514898,0.129514898,0.00000537,2.60E-11,1.13E-69
2018,0,0.169957042,0.165442587,0.173988007,0.171884214,0.116782475,,0.129388332,0.129388332,0.00000536,2.57E-11,1.13E-69
2019,0,0.169780061,0.165270326,0.173807268,0.171704735,0.11665521,,0.129261953,0.129261953,0.00000534,2.53E-11,1.13E-69
2020,0,0.169603351,0.165098329,0.173626806,0.171525532,0.116528147,,0.129135759,0.129135759,0.00000532,2.50E-11,1.13E-69
2021,0,0.169426913,0.164926597,0.173446621,0.171346604,0.116401284,,0.129009751,0.129009751,0.00000531,2.47E-11,1.13E-69
2022,0,0.169250745,0.164755128,0.173266712,0.171167952,0.116274623,,0.128883928,0.128883928,0.00000529,2.43E-11,1.13E-69
2023,0,0.169074848,0.164583922,0.173087078,0.170989574,0.116148162,,0.12875829,0.12875829,0.00000528,2.40E-11,1.13E-69
2024,0,0.16889922,0.164412978,0.172907719,0.170811469,0.1160219,,0.128632837,0.128632837,0.00000526,2.37E-11,1.13E-69
2025,0,0.168723861,0.164242297,0.172728634,0.170633638,0.115895839,,0.128507568,0.128507568,0.00000524,2.34E-11,1.13E-69
2026,1,0.16854877,0.164071877,0.172549823,0.17045608,0.115769976,,0.128382482,0.128382482,0.00000523,2.30E-11,1.13E-69
2027,0,0.168373948,0.163901717,0.172371285,0.170278793,0.115644312,,0.12825758,0.12825758,0.00000521,2.27E-11,1.13E-69
2028,0,0.168199393,0.163731818,0.17219302,0.170101779,0.115518846,,0.12813286,0.12813286,0.0000052,2.24E-11,1.13E-69
2029,0,0.168025104,0.163562179,0.172015026,0.169925035,0.115393578,,0.128008324,0.128008324,0.00000518,2.21E-11,1.13E-69
2030,0,0.167851082,0.163392799,0.171837304,0.169748562,0.115268507,,0.12788397,0.12788397,0.00000516,2.18E-11,1.13E-69
2031,0,0.167677326,0.163223678,0.171659854,0.169572359,0.115143634,,0.127759797,0.127759797,0.00000515,2.15E-11,1.13E-69
2032,0,0.167503835,0.163054815,0.171482673,0.169396425,0.115018957,,0.127635807,0.127635807,0.00000513,2.12E-11,1.13E-69
2033,0,0.167330608,0.16288621,0.171305763,0.169220761,0.114894476,,0.127511997,0.127511997,0.00000512,2.09E-11,1.13E-69
2034,0,0.167157646,0.162717862,0.171129121,0.169045364,0.114770191,,0.127388369,0.127388369,0.0000051,2.07E-11,1.13E-69
2035,0,0.166984947,0.162549771,0.170952749,0.168870235,0.114646102,,0.127264921,0.127264921,0.00000509,2.04E-11,1.13E-69
2036,0,0.166812511,0.162381936,0.170776645,0.168695374,0.114522207,,0.127141653,0.127141653,0.00000507,2.01E-11,1.13E-69
2037,0,0.166640338,0.162214356,0.170600808,0.168520779,0.114398507,,0.127018565,0.127018565,0.00000506,1.98E-11,1.13E-69
2038,0,0.166468427,0.162047032,0.170425239,0.168346451,0.114275001,,0.126895657,0.126895657,0.00000504,1.96E-11,1.13E-69
2039,0,0.166296778,0.161879962,0.170249936,0.168172388,0.114151689,,0.126772927,0.126772927,0.00000503,1.93E-11,1.13E-69
2040,0,0.166125389,0.161713147,0.170074899,0.16799859,0.114028571,,0.126650377,0.126650377,0.00000501,1.90E-11,1.13E-69
2041,0,0.165954261,0.161546585,0.169900128,0.167825057,0.113905645,,0.126528005,0.126528005,0.00000499,1.88E-11,1.13E-69
2042,1,0.165783393,0.161380276,0.169725622,0.167651787,0.113782912,,0.126405811,0.126405811,0.00000498,1.85E-11,1.13E-69
2043,0,0.165612784,0.161214219,0.16955138,0.167478782,0.113660371,,0.126283794,0.126283794,0.00000496,1.83E-11,1.13E-69
2044,0,0.165442434,0.161048415,0.169377403,0.167306039,0.113538022,,0.126161955,0.126161955,0.00000495,1.80E-11,1.13E-69
2045,0,0.165272343,0.160882862,0.169203688,0.167133559,0.113415865,,0.126040294,0.126040294,0.00000493,1.78E-11,1.13E-69
2046,0,0.165102509,0.16071756,0.169030237,0.16696134,0.113293898,,0.125918808,0.125918808,0.00000492,1.75E-11,1.13E-69
2047,0,0.164932932,0.160552509,0.168857048,0.166789383,0.113172122,,0.1257975,0.1257975,0.0000049,1.73E-11,1.13E-69
2048,0,0.164763613,0.160387708,0.168684121,0.166617687,0.113050537,,0.125676367,0.125676367,0.00000489,1.71E-11,1.13E-69
2049,0,0.16459455,0.160223156,0.168511455,0.166446251,0.112929141,,0.12555541,0.12555541,0.00000488,1.68E-11,1.13E-69
2050,0,0.164425742,0.160058854,0.16833905,0.166275075,0.112807934,,0.125434628,0.125434628,0.00000486,1.66E-11,1.13E-69
2051,0,0.16425719,0.1598948,0.168166906,0.166104159,0.112686917,,0.125314022,0.125314022,0.00000485,1.64E-11,1.13E-69
2052,0,0.164088892,0.159730994,0.167995021,0.165933501,0.112566089,,0.12519359,0.12519359,0.00000483,1.62E-11,1.13E-69
2053,0,0.163920849,0.159567436,0.167823395,0.165763101,0.112445448,,0.125073332,0.125073332,0.00000482,1.60E-11,1.13E-69
2054,0,0.16375306,0.159404125,0.167652028,0.165592959,0.112324996,,0.124953248,0.124953248,0.0000048,1.57E-11,1.13E-69
2055,0,0.163585524,0.15924106,0.167480919,0.165423075,0.112204731,,0.124833338,0.124833338,0.00000479,1.55E-11,1.13E-69
2056,0,0.16341824,0.159078241,0.167310068,0.165253447,0.112084653,,0.124713602,0.124713602,0.00000477,1.53E-11,1.13E-69
2057,0,0.163251209,0.158915668,0.167139474,0.165084075,0.111964762,,0.124594038,0.124594038,0.00000476,1.51E-11,1.13E-69
2058,0,0.163084429,0.15875334,0.166969137,0.164914959,0.111845058,,0.124474647,0.124474647,0.00000474,1.49E-11,1.13E-69
2059,0,0.162917901,0.158591257,0.166799056,0.164746098,0.111725539,,0.124355428,0.124355428,0.00000473,1.47E-11,1.13E-69
2060,0,0.162751624,0.158429418,0.166629231,0.164577492,0.111606206,,0.124236382,0.124236382,0.00000472,1.45E-11,1.13E-69
2061,0,0.162585596,0.158267822,0.166459661,0.16440914,0.111487059,,0.124117507,0.124117507,0.0000047,1.43E-11,1.13E-69
2062,0,0.162419819,0.15810647,0.166290345,0.164241042,0.111368096,,0.123998803,0.123998803,0.00000469,1.41E-11,1.13E-69
2063,0,0.16225429,0.15794536,0.166121284,0.164073197,0.111249317,,0.12388027,0.12388027,0.00000467,1.39E-11,1.13E-69
2064,0,0.162089011,0.157784493,0.165952476,0.163905605,0.111130723,,0.123761908,0.123761908,0.00000466,1.37E-11,1.13E-69
2065,0,0.161923979,0.157623867,0.165783922,0.163738264,0.111012313,,0.123643716,0.123643716,0.00000465,1.36E-11,1.13E-69
2066,0,0.161759196,0.157463482,0.16561562,0.163571176,0.110894086,,0.123525695,0.123525695,0.00000463,1.34E-11,1.13E-69
2067,0,0.161594659,0.157303338,0.16544757,0.163404338,0.110776042,,0.123407843,0.123407843,0.00000462,1.32E-11,1.13E-69
2068,0,0.16143037,0.157143435,0.165279772,0.163237752,0.11065818,,0.12329016,0.12329016,0.0000046,1.30E-11,1.13E-69
2069,0,0.161266327,0.156983771,0.165112224,0.163071415,0.110540501,,0.123172646,0.123172646,0.00000459,1.28E-11,1.13E-69
2070,0,0.161102529,0.156824346,0.164944928,0.162905328,0.110423004,,0.123055301,0.123055301,0.00000458,1.27E-11,1.13E-69
2071,0,0.160938977,0.156665161,0.164777882,0.16273949,0.110305688,,0.122938125,0.122938125,0.00000456,1.25E-11,1.13E-69
2072,0,0.16077567,0.156506214,0.164611085,0.162573901,0.110188553,,0.122821116,0.122821116,0.00000455,1.23E-11,1.13E-69
2073,0,0.160612607,0.156347504,0.164444537,0.16240856,0.110071599,,0.122704276,0.122704276,0.00000454,1.22E-11,1.13E-69
2074,0,0.160449788,0.156189032,0.164278238,0.162243467,0.109954826,,0.122587602,0.122587602,0.00000452,1.20E-11,1.13E-69
2075,0,0.160287212,0.156030797,0.164112188,0.162078621,0.109838232,,0.122471096,0.122471096,0.00000451,1.18E-11,1.13E-69
2076,0,0.160124879,0.155872799,0.163946385,0.161914022,0.109721819,,0.122354757,0.122354757,0.0000045,1.17E-11,1.13E-69
2077,0,0.159962788,0.155715036,0.163780829,0.161749669,0.109605584,,0.122238584,0.122238584,0.00000448,1.15E-11,1.13E-69
2078,0,0.15980094,0.15555751,0.16361552,0.161585561,0.109489529,,0.122122577,0.122122577,0.00000447,1.14E-11,1.13E-69
2079,0,0.159639333,0.155400218,0.163450457,0.161421699,0.109373652,,0.122006736,0.122006736,0.00000446,1.12E-11,1.13E-69
2080,0,0.159477967,0.155243161,0.16328564,0.161258082,0.109257953,,0.12189106,0.12189106,0.00000444,1.11E-11,1.13E-69
2081,0,0.159316841,0.155086338,0.163121068,0.161094709,0.109142433,,0.12177555,0.12177555,0.00000443,1.09E-11,1.13E-69
2082,0,0.159155956,0.154929748,0.16295674,0.16093158,0.10902709,,0.121660205,0.121660205,0.00000442,1.08E-11,1.13E-69
2083,0,0.15899531,0.154773392,0.162792658,0.160768694,0.108911923,,0.121545024,0.121545024,0.0000044,1.06E-11,1.13E-69
2084,0,0.158834903,0.154617269,0.162628818,0.160606051,0.108796934,,0.121430007,0.121430007,0.00000439,1.05E-11,1.13E-69
2085,0,0.158674734,0.154461378,0.162465223,0.16044365,0.108682122,,0.121315154,0.121315154,0.00000438,1.03E-11,1.13E-69
2086,0,0.158514804,0.154305719,0.16230187,0.160281491,0.108567485,,0.121200465,0.121200465,0.00000436,1.02E-11,1.13E-69
2087,0,0.158355112,0.154150291,0.162138759,0.160119574,0.108453024,,0.12108594,0.12108594,0.00000435,1.00E-11,1.13E-69
2088,0,0.158195657,0.153995095,0.16197589,0.159957897,0.108338738,,0.120971577,0.120971577,0.00000434,9.91E-12,1.13E-69
2089,0,0.158036438,0.153840129,0.161813263,0.159796461,0.108224628,,0.120857377,0.120857377,0.00000433,9.78E-12,1.13E-69
2090,0,0.157877456,0.153685392,0.161650877,0.159635265,0.108110692,,0.120743339,0.120743339,0.00000431,9.65E-12,1.13E-69
2091,0,0.15771871,0.153530886,0.161488731,0.159474309,0.107996931,,0.120629464,0.120629464,0.0000043,9.52E-12,1.13E-69
2092,0,0.157560199,0.153376608,0.161326825,0.159313591,0.107883343,,0.12051575,0.12051575,0.00000429,9.39E-12,1.13E-69
2093,0,0.157401922,0.15322256,0.161165159,0.159153113,0.107769929,,0.120402197,0.120402197,0.00000427,9.26E-12,1.13E-69
2094,0,0.157243881,0.153068739,0.161003732,0.158992872,0.107656689,,0.120288806,0.120288806,0.00000426,9.14E-12,1.13E-69
2095,0,0.157086073,0.152915147,0.160842543,0.158832869,0.107543621,,0.120175576,0.120175576,0.00000425,9.01E-12,1.13E-69
2096,0,0.156928499,0.152761782,0.160681593,0.158673103,0.107430726,,0.120062506,0.120062506,0.00000424,8.89E-12,1.13E-69
2097,1,0.156771158,0.152608643,0.16052088,0.158513574,0.107318003,,0.119949597,0.119949597,0.00000422,8.77E-12,1.13E-69
2098,0,0.156614049,0.152455731,0.160360404,0.158354281,0.107205452,,0.119836847,0.119836847,0.00000421,8.65E-12,1.13E-69
2099,0,0.156457173,0.152303046,0.160200165,0.158195224,0.107093073,,0.119724257,0.119724257,0.0000042,8.54E-12,1.13E-69
2100,0,0.156300528,0.152150585,0.160040163,0.158036402,0.106980865,,0.119611826,0.119611826,0.00000419,8.42E-12,1.13E-69
2101,0,0.156144115,0.15199835,0.159880396,0.157877815,0.106868828,,0.119499555,0.119499555,0.00000417,8.31E-12,1.13E-69
2102,0,0.155987932,0.15184634,0.159720865,0.157719463,0.106756961,,0.119387442,0.119387442,0.00000416,8.19E-12,1.13E-69
2103,0,0.15583198,0.151694554,0.159561568,0.157561344,0.106645264,,0.119275487,0.119275487,0.00000415,8.08E-12,1.13E-69
2104,0,0.155676258,0.151542992,0.159402506,0.157403459,0.106533738,,0.119163691,0.119163691,0.00000414,7.97E-12,1.13E-69
2105,0,0.155520765,0.151391653,0.159243678,0.157245807,0.106422381,,0.119052053,0.119052053,0.00000413,7.87E-12,1.13E-69
2106,0,0.155365501,0.151240537,0.159085083,0.157088388,0.106311193,,0.118940572,0.118940572,0.00000411,7.76E-12,1.13E-69
2107,0,0.155210466,0.151089643,0.158926722,0.156931201,0.106200173,,0.118829248,0.118829248,0.0000041,7.66E-12,1.13E-69
2108,0,0.155055658,0.150938972,0.158768593,0.156774245,0.106089323,,0.118718081,0.118718081,0.00000409,7.55E-12,1.13E-69
2109,0,0.154901079,0.150788523,0.158610696,0.156617521,0.10597864,,0.118607071,0.118607071,0.00000408,7.45E-12,1.13E-69
2110,0,0.154746727,0.150638294,0.158453032,0.156461027,0.105868126,,0.118496217,0.118496217,0.00000406,7.35E-12,1.13E-69
2111,0,0.154592601,0.150488287,0.158295598,0.156304764,0.105757779,,0.118385519,0.118385519,0.00000405,7.25E-12,1.13E-69
2112,0,0.154438702,0.150338499,0.158138395,0.156148731,0.105647599,,0.118274978,0.118274978,0.00000404,7.15E-12,1.13E-69
2113,0,0.154285029,0.150188932,0.157981423,0.155992927,0.105537585,,0.118164591,0.118164591,0.00000403,7.06E-12,1.13E-69
2114,0,0.154131581,0.150039584,0.15782468,0.155837352,0.105427739,,0.11805436,0.11805436,0.00000402,6.96E-12,1.13E-69
2115,0,0.153978358,0.149890456,0.157668167,0.155682005,0.105318058,,0.117944283,0.117944283,0.00000401,6.87E-12,1.13E-69
2116,0,0.15382536,0.149741546,0.157511883,0.155526887,0.105208544,,0.117834362,0.117834362,0.00000399,6.77E-12,1.13E-69
2117,0,0.153672586,0.149592854,0.157355828,0.155371997,0.105099195,,0.117724594,0.117724594,0.00000398,6.68E-12,1.13E-69
2118,1,0.153520036,0.14944438,0.1572,0.155217333,0.104990011,,0.117614981,0.117614981,0.00000397,6.59E-12,1.13E-69
2119,0,0.153367709,0.149296124,0.157044401,0.155062897,0.104880992,,0.117505521,0.117505521,0.00000396,6.50E-12,1.13E-69
2120,0,0.153215604,0.149148084,0.156889029,0.154908686,0.104772137,,0.117396215,0.117396215,0.00000395,6.42E-12,1.13E-69
2121,0,0.153063723,0.149000261,0.156733883,0.154754702,0.104663447,,0.117287061,0.117287061,0.00000394,6.33E-12,1.13E-69
2122,0,0.152912063,0.148852654,0.156578964,0.154600943,0.10455492,,0.117178061,0.117178061,0.00000392,6.24E-12,1.13E-69
2123,0,0.152760625,0.148705263,0.156424271,0.154447409,0.104446557,,0.117069213,0.117069213,0.00000391,6.16E-12,1.13E-69
2124,0,0.152609408,0.148558087,0.156269804,0.1542941,0.104338358,,0.116960518,0.116960518,0.0000039,6.08E-12,1.13E-69
2125,0,0.152458412,0.148411126,0.156115561,0.154141015,0.104230321,,0.116851975,0.116851975,0.00000389,6.00E-12,1.13E-69
2126,0,0.152307636,0.14826438,0.155961543,0.153988154,0.104122447,,0.116743583,0.116743583,0.00000388,5.91E-12,1.13E-69
2127,0,0.15215708,0.148117847,0.15580775,0.153835516,0.104014735,,0.116635343,0.116635343,0.00000387,5.83E-12,1.13E-69
2128,1,0.152006743,0.147971529,0.15565418,0.153683101,0.103907185,,0.116527254,0.116527254,0.00000386,5.76E-12,1.13E-69
2129,0,0.151856625,0.147825423,0.155500834,0.153530908,0.103799797,,0.116419315,0.116419315,0.00000384,5.68E-12,1.13E-69
2130,0,0.151706726,0.147679531,0.15534771,0.153378937,0.10369257,,0.116311528,0.116311528,0.00000383,5.60E-12,1.13E-69
2131,0,0.151557046,0.14753385,0.155194809,0.153227188,0.103585504,,0.116203891,0.116203891,0.00000382,5.53E-12,1.13E-69
2132,0,0.151407582,0.147388382,0.15504213,0.15307566,0.103478598,,0.116096403,0.116096403,0.00000381,5.45E-12,1.13E-69
2133,0,0.151258337,0.147243125,0.154889673,0.152924353,0.103371853,,0.115989066,0.115989066,0.0000038,5.38E-12,1.13E-69
2134,0,0.151109308,0.14709808,0.154737437,0.152773266,0.103265268,,0.115881878,0.115881878,0.00000379,5.31E-12,1.13E-69
2135,0,0.150960496,0.146953245,0.154585422,0.152622399,0.103158843,,0.115774839,0.115774839,0.00000378,5.23E-12,1.13E-69
2136,0,0.150811899,0.146808621,0.154433627,0.152471751,0.103052577,,0.115667949,0.115667949,0.00000377,5.16E-12,1.13E-69
2137,1,0.150663519,0.146664207,0.154282052,0.152321323,0.102946471,,0.115561208,0.115561208,0.00000376,5.09E-12,1.13E-69
2138,0,0.150515353,0.146520002,0.154130697,0.152171113,0.102840523,,0.115454615,0.115454615,0.00000374,5.02E-12,1.13E-69
2139,0,0.150367403,0.146376006,0.153979561,0.152021121,0.102734733,,0.115348171,0.115348171,0.00000373,4.96E-12,1.13E-69
2140,0,0.150219667,0.14623222,0.153828643,0.151871347,0.102629102,,0.115241874,0.115241874,0.00000372,4.89E-12,1.13E-69
2141,0,0.150072145,0.146088641,0.153677944,0.15172179,0.102523629,,0.115135724,0.115135724,0.00000371,4.82E-12,1.13E-69
2142,0,0.149924837,0.145945271,0.153527462,0.151572451,0.102418313,,0.115029722,0.115029722,0.0000037,4.76E-12,1.13E-69
2143,0,0.149777742,0.145802108,0.153377199,0.151423328,0.102313154,,0.114923867,0.114923867,0.00000369,4.70E-12,1.13E-69
2144,0,0.149630859,0.145659152,0.153227152,0.151274421,0.102208152,,0.114818159,0.114818159,0.00000368,4.63E-12,1.13E-69
2145,0,0.149484189,0.145516403,0.153077321,0.151125729,0.102103307,,0.114712597,0.114712597,0.00000367,4.57E-12,1.13E-69
