Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
705,0,0.064867195,0.061452005,0.065712368,0.040194456,0.039077761,,0.201796681,0.35446012,0.009923455,0.0000116,2.52E-18
706,0,0.064639785,0.061233651,0.065482493,0.040037366,0.038923244,,0.201294451,0.353678941,0.009868381,0.0000114,2.36E-18
707,0,0.06441349,0.061016377,0.065253742,0.039881108,0.038769551,,0.20079418,0.352900587,0.009813676,0.0000111,2.20E-18
708,0,0.0641883,0.060800176,0.065026107,0.039725676,0.038616677,,0.200295857,0.352125041,0.00975934,0.0000109,2.06E-18
709,0,0.063964211,0.060585042,0.064799583,0.039571064,0.038464616,,0.19979947,0.351352292,0.009705369,0.0000107,1.92E-18
710,0,0.063741215,0.060370967,0.064574162,0.039417268,0.038313362,,0.199305012,0.350582323,0.00965176,0.0000104,1.80E-18
711,0,0.063519304,0.060157945,0.064349837,0.039264281,0.03816291,,0.19881247,0.349815122,0.009598511,0.0000102,1.68E-18
712,0,0.063298473,0.059945969,0.064126601,0.039112099,0.038013255,,0.198321835,0.349050675,0.009545617,0.00001,1.57E-18
713,0,0.063078715,0.059735034,0.063904448,0.038960716,0.037864391,,0.197833097,0.348288967,0.009493078,0.00000979,1.46E-18
714,0,0.062860022,0.059525131,0.063683371,0.038810126,0.037716313,,0.197346246,0.347529986,0.009440889,0.00000959,1.37E-18
715,0,0.062642389,0.059316255,0.063463363,0.038660325,0.037569017,,0.196861271,0.346773718,0.009389048,0.00000939,1.28E-18
716,0,0.062425808,0.059108399,0.063244417,0.038511307,0.037422496,,0.196378164,0.346020149,0.009337552,0.00000919,1.19E-18
717,0,0.062210273,0.058901557,0.063026527,0.038363067,0.037276746,,0.195896915,0.345269265,0.009286399,0.000009,1.12E-18
718,0,0.061995778,0.058695722,0.062809687,0.0382156,0.037131761,,0.195417513,0.344521055,0.009235586,0.00000881,1.04E-18
719,0,0.061782316,0.058490889,0.062593889,0.038068901,0.036987537,,0.194939948,0.343775503,0.009185111,0.00000863,9.74E-19
720,0,0.06156988,0.058287051,0.062379128,0.037922965,0.036844068,,0.194464213,0.343032598,0.009134969,0.00000845,9.10E-19
721,0,0.061358466,0.058084202,0.062165397,0.037777787,0.03670135,,0.193990296,0.342292326,0.00908516,0.00000827,8.50E-19
722,0,0.061148065,0.057882335,0.06195269,0.037633361,0.036559377,,0.193518188,0.341554675,0.00903568,0.0000081,7.94E-19
723,0,0.060938672,0.057681445,0.061741,0.037489684,0.036418145,,0.193047881,0.340819631,0.008986527,0.00000793,7.42E-19
724,0,0.060730281,0.057481526,0.061530321,0.037346749,0.036277648,,0.192579364,0.340087181,0.008937699,0.00000777,6.93E-19
725,0,0.060522886,0.057282571,0.061320647,0.037204553,0.036137883,,0.192112629,0.339357313,0.008889192,0.0000076,6.48E-19
726,0,0.06031648,0.057084574,0.061111972,0.03706309,0.035998843,,0.191647666,0.338630014,0.008841004,0.00000745,6.05E-19
727,0,0.060111058,0.056887531,0.06090429,0.036922356,0.035860526,,0.191184465,0.337905272,0.008793133,0.00000729,5.65E-19
728,0,0.059906612,0.056691434,0.060697594,0.036782346,0.035722925,,0.190723019,0.337183074,0.008745576,0.00000714,5.28E-19
729,0,0.059703139,0.056496278,0.060491879,0.036643055,0.035586035,,0.190263318,0.336463407,0.008698331,0.00000699,4.94E-19
730,0,0.05950063,0.056302057,0.060287139,0.036504479,0.035449854,,0.189805352,0.33574626,0.008651396,0.00000684,4.61E-19
731,0,0.059299082,0.056108766,0.060083367,0.036366613,0.035314375,,0.189349114,0.335031621,0.008604768,0.0000067,4.31E-19
732,0,0.059098487,0.055916398,0.059880559,0.036229452,0.035179594,,0.188894593,0.334319476,0.008558444,0.00000656,4.02E-19
733,0,0.05889884,0.055724949,0.059678707,0.036092991,0.035045507,,0.188441782,0.333609814,0.008512423,0.00000642,3.76E-19
734,0,0.058700135,0.055534412,0.059477806,0.035957227,0.03491211,,0.187990672,0.332902623,0.008466702,0.00000629,3.51E-19
735,0,0.058502367,0.055344782,0.059277851,0.035822155,0.034779397,,0.187541253,0.33219789,0.008421278,0.00000616,3.28E-19
736,0,0.05830553,0.055156053,0.059078835,0.035687771,0.034647365,,0.187093518,0.331495605,0.00837615,0.00000603,3.07E-19
737,0,0.058109618,0.05496822,0.058880754,0.035554069,0.034516008,,0.186647457,0.330795755,0.008331316,0.00000591,2.87E-19
738,0,0.057914626,0.054781278,0.058683601,0.035421046,0.034385323,,0.186203063,0.330098328,0.008286772,0.00000578,2.68E-19
739,0,0.057720548,0.054595221,0.058487371,0.035288697,0.034255306,,0.185760326,0.329403313,0.008242516,0.00000566,2.50E-19
740,0,0.057527378,0.054410043,0.058292058,0.035157018,0.034125951,,0.185319238,0.328710699,0.008198548,0.00000554,2.34E-19
741,0,0.057335112,0.05422574,0.058097657,0.035026004,0.033997255,,0.184879792,0.328020473,0.008154863,0.00000543,2.18E-19
742,0,0.057143743,0.054042305,0.057904162,0.034895652,0.033869214,,0.184441978,0.327332624,0.008111461,0.00000532,2.04E-19
743,0,0.056953267,0.053859735,0.057711568,0.034765957,0.033741823,,0.184005788,0.326647141,0.008068339,0.0000052,1.91E-19
744,0,0.056763677,0.053678023,0.05751987,0.034636916,0.033615078,,0.183571214,0.325964013,0.008025494,0.0000051,1.78E-19
745,0,0.05657497,0.053497165,0.057329061,0.034508523,0.033488975,,0.183138249,0.325283228,0.007982925,0.00000499,1.66E-19
746,0,0.056387139,0.053317155,0.057139138,0.034380775,0.033363511,,0.182706883,0.324604775,0.00794063,0.00000489,1.55E-19
747,0,0.056200179,0.053137988,0.056950094,0.034253667,0.03323868,,0.182277109,0.323928644,0.007898607,0.00000478,1.45E-19
748,1,0.056014085,0.052959659,0.056761925,0.034127197,0.033114479,,0.181848919,0.323254822,0.007856853,0.00000468,1.36E-19
749,0,0.055828852,0.052782164,0.056574625,0.034001358,0.032990904,,0.181422305,0.3225833,0.007815366,0.00000459,1.27E-19
750,0,0.055644475,0.052605496,0.056388188,0.033876149,0.032867951,,0.180997259,0.321914065,0.007774145,0.00000449,1.18E-19
751,0,0.055460948,0.052429652,0.056202611,0.033751564,0.032745616,,0.180573773,0.321247108,0.007733188,0.0000044,1.11E-19
752,0,0.055278268,0.052254626,0.056017888,0.0336276,0.032623895,,0.18015184,0.320582418,0.007692492,0.00000431,1.03E-19
753,0,0.055096427,0.052080413,0.055834013,0.033504253,0.032502785,,0.179731451,0.319919983,0.007652055,0.00000422,9.66E-20
754,0,0.054915423,0.051907009,0.055650982,0.033381518,0.03238228,,0.179312599,0.319259794,0.007611876,0.00000413,9.02E-20
755,0,0.054735249,0.051734409,0.05546879,0.033259393,0.032262378,,0.178895276,0.318601839,0.007571953,0.00000404,8.43E-20
756,0,0.054555902,0.051562608,0.055287431,0.033137873,0.032143075,,0.178479476,0.317946109,0.007532283,0.00000396,7.88E-20
757,0,0.054377375,0.051391601,0.055106902,0.033016955,0.032024367,,0.178065189,0.317292592,0.007492865,0.00000388,7.36E-20
758,0,0.054199664,0.051221383,0.054927197,0.032896634,0.03190625,,0.177652409,0.316641279,0.007453698,0.0000038,6.88E-20
759,0,0.054022765,0.051051951,0.054748311,0.032776907,0.031788721,,0.177241128,0.315992158,0.007414778,0.00000372,6.42E-20
760,0,0.053846673,0.050883298,0.054570239,0.032657771,0.031671776,,0.176831339,0.315345221,0.007376104,0.00000364,6.00E-20
761,0,0.053671382,0.050715422,0.054392978,0.032539222,0.031555411,,0.176423034,0.314700456,0.007337675,0.00000356,5.61E-20
762,0,0.053496889,0.050548316,0.054216521,0.032421255,0.031439622,,0.176016207,0.314057853,0.007299488,0.00000349,5.24E-20
763,0,0.053323188,0.050381977,0.054040864,0.032303868,0.031324407,,0.175610849,0.313417403,0.007261542,0.00000342,4.89E-20
764,0,0.053150275,0.0502164,0.053866003,0.032187057,0.03120976,,0.175206954,0.312779095,0.007223835,0.00000335,4.57E-20
765,0,0.052978146,0.05005158,0.053691933,0.032070818,0.03109568,,0.174804514,0.312142919,0.007186365,0.00000328,4.27E-20
766,0,0.052806795,0.049887514,0.05351865,0.031955147,0.030982163,,0.174403523,0.311508866,0.00714913,0.00000321,3.99E-20
767,0,0.052636219,0.049724196,0.053346148,0.031840042,0.030869204,,0.174003973,0.310876925,0.00711213,0.00000314,3.73E-20
768,0,0.052466413,0.049561623,0.053174424,0.031725499,0.0307568,,0.173605857,0.310247087,0.007075361,0.00000308,3.48E-20
769,0,0.052297372,0.049399789,0.053003472,0.031611514,0.030644949,,0.173209168,0.309619343,0.007038822,0.00000301,3.26E-20
770,0,0.052129092,0.049238691,0.052833289,0.031498084,0.030533646,,0.172813899,0.308993682,0.007002512,0.00000295,3.04E-20
771,0,0.051961568,0.049078325,0.05266387,0.031385205,0.030422888,,0.172420044,0.308370095,0.006966429,0.00000289,2.84E-20
772,0,0.051794797,0.048918686,0.05249521,0.031272874,0.030312673,,0.172027595,0.307748572,0.006930571,0.00000283,2.65E-20
773,0,0.051628773,0.04875977,0.052327305,0.031161088,0.030202996,,0.171636545,0.307129104,0.006894936,0.00000277,2.48E-20
774,0,0.051463493,0.048601572,0.052160151,0.031049844,0.030093854,,0.171246888,0.306511681,0.006859524,0.00000271,2.32E-20
775,1,0.051298952,0.048444089,0.051993744,0.030939137,0.029985244,,0.170858618,0.305896294,0.006824331,0.00000266,2.17E-20
776,0,0.051135146,0.048287316,0.051828079,0.030828965,0.029877162,,0.170471726,0.305282934,0.006789358,0.0000026,2.02E-20
777,0,0.050972071,0.04813125,0.051663152,0.030719325,0.029769606,,0.170086208,0.304671591,0.006754601,0.00000255,1.89E-20
778,0,0.050809723,0.047975886,0.051498958,0.030610213,0.029662572,,0.169702055,0.304062257,0.00672006,0.00000249,1.77E-20
779,0,0.050648097,0.04782122,0.051335494,0.030501627,0.029556058,,0.169319261,0.303454921,0.006685732,0.00000244,1.65E-20
780,0,0.050487189,0.047667249,0.051172756,0.030393562,0.029450059,,0.168937821,0.302849576,0.006651617,0.00000239,1.54E-20
781,0,0.050326996,0.047513967,0.051010738,0.030286016,0.029344573,,0.168557727,0.302246211,0.006617713,0.00000234,1.44E-20
782,0,0.050167512,0.047361372,0.050849438,0.030178985,0.029239596,,0.168178973,0.301644818,0.006584018,0.00000229,1.35E-20
783,0,0.050008735,0.047209459,0.050688851,0.030072467,0.029135126,,0.167801552,0.301045388,0.006550531,0.00000224,1.26E-20
784,0,0.04985066,0.047058225,0.050528973,0.029966458,0.02903116,,0.167425458,0.300447912,0.00651725,0.0000022,1.17E-20
785,0,0.049693283,0.046907665,0.0503698,0.029860956,0.028927693,,0.167050685,0.299852381,0.006484173,0.00000215,1.10E-20
786,0,0.0495366,0.046757775,0.050211328,0.029755957,0.028824725,,0.166677227,0.299258786,0.0064513,0.00000211,1.03E-20
787,0,0.049380608,0.046608553,0.050053553,0.029651458,0.02872225,,0.166305077,0.298667119,0.006418629,0.00000206,9.58E-21
788,2,0.049225302,0.046459993,0.049896471,0.029547456,0.028620267,,0.165934228,0.298077371,0.006386158,0.00000202,8.95E-21
789,0,0.049070678,0.046312093,0.049740079,0.029443949,0.028518772,,0.165564675,0.297489533,0.006353885,0.00000198,8.36E-21
790,0,0.048916733,0.046164848,0.049584371,0.029340933,0.028417763,,0.165196412,0.296903597,0.006321811,0.00000194,7.81E-21
791,0,0.048763462,0.046018255,0.049429345,0.029238405,0.028317236,,0.164829433,0.296319554,0.006289932,0.0000019,7.30E-21
792,0,0.048610863,0.04587231,0.049274997,0.029136363,0.028217189,,0.16446373,0.295737395,0.006258248,0.00000186,6.82E-21
793,0,0.048458931,0.04572701,0.049121323,0.029034803,0.028117618,,0.164099299,0.295157113,0.006226757,0.00000182,6.37E-21
794,0,0.048307662,0.04558235,0.048968318,0.028933723,0.028018522,,0.163736133,0.294578698,0.006195457,0.00000178,5.95E-21
795,0,0.048157053,0.045438327,0.04881598,0.028833119,0.027919896,,0.163374227,0.294002143,0.006164348,0.00000175,5.56E-21
796,0,0.0480071,0.045294938,0.048664305,0.02873299,0.027821739,,0.163013574,0.293427439,0.006133429,0.00000171,5.19E-21
797,0,0.0478578,0.045152179,0.048513288,0.028633332,0.027724047,,0.162654168,0.292854578,0.006102697,0.00000167,4.85E-21
798,0,0.047709148,0.045010047,0.048362927,0.028534142,0.027626818,,0.162296004,0.292283551,0.006072151,0.00000164,4.53E-21
799,0,0.047561142,0.044868537,0.048213217,0.028435417,0.027530049,,0.161939075,0.291714351,0.00604179,0.0000016,4.24E-21
800,0,0.047413777,0.044727647,0.048064155,0.028337156,0.027433737,,0.161583377,0.291146969,0.006011613,0.00000157,3.96E-21
801,0,0.047267049,0.044587372,0.047915737,0.028239355,0.027337879,,0.161228903,0.290581397,0.005981619,0.00000154,3.70E-21
802,0,0.047120957,0.044447711,0.047767961,0.02814201,0.027242473,,0.160875647,0.290017628,0.005951805,0.00000151,3.46E-21
803,0,0.046975495,0.044308658,0.047620821,0.028045121,0.027147517,,0.160523604,0.289455653,0.005922171,0.00000148,3.23E-21
804,0,0.046830661,0.044170211,0.047474315,0.027948684,0.027053006,,0.160172768,0.288895464,0.005892716,0.00000145,3.02E-21
805,0,0.04668645,0.044032366,0.047328439,0.027852696,0.02695894,,0.159823133,0.288337053,0.005863438,0.00000142,2.82E-21
806,0,0.04654286,0.04389512,0.04718319,0.027757154,0.026865315,,0.159474695,0.287780414,0.005834337,0.00000139,2.63E-21
807,1,0.046399887,0.04375847,0.047038564,0.027662057,0.026772128,,0.159127446,0.287225537,0.00580541,0.00000136,2.46E-21
808,0,0.046257528,0.043622412,0.046894558,0.027567401,0.026679377,,0.158781382,0.286672415,0.005776656,0.00000133,2.30E-21
809,0,0.046115779,0.043486943,0.046751168,0.027473184,0.026587059,,0.158436498,0.28612104,0.005748075,0.0000013,2.15E-21
810,0,0.045974637,0.04335206,0.046608391,0.027379403,0.026495173,,0.158092787,0.285571405,0.005719665,0.00000127,2.01E-21
811,0,0.045834098,0.04321776,0.046466224,0.027286056,0.026403715,,0.157750245,0.285023502,0.005691424,0.00000125,1.87E-21
812,0,0.04569416,0.043084038,0.046324663,0.027193141,0.026312682,,0.157408865,0.284477324,0.005663353,0.00000122,1.75E-21
813,0,0.045554819,0.042950893,0.046183706,0.027100654,0.026222073,,0.157068644,0.283932862,0.005635449,0.0000012,1.64E-21
814,0,0.045416071,0.042818321,0.046043347,0.027008593,0.026131885,,0.156729574,0.28339011,0.005607711,0.00000117,1.53E-21
815,0,0.045277914,0.042686318,0.045903586,0.026916956,0.026042115,,0.156391651,0.28284906,0.005580138,0.00000115,1.43E-21
816,0,0.045140344,0.042554882,0.045764417,0.026825741,0.025952761,,0.15605487,0.282309704,0.00555273,0.00000112,1.33E-21
817,0,0.045003358,0.042424009,0.045625838,0.026734944,0.025863821,,0.155719225,0.281772036,0.005525484,0.0000011,1.25E-21
818,0,0.044866953,0.042293697,0.045487846,0.026644563,0.025775292,,0.155384712,0.281236047,0.0054984,0.00000108,1.16E-21
819,0,0.044731126,0.042163942,0.045350438,0.026554597,0.025687171,,0.155051324,0.280701731,0.005471477,0.00000106,1.09E-21
820,0,0.044595873,0.042034742,0.045213609,0.026465042,0.025599457,,0.154719057,0.28016908,0.005444713,0.00000103,1.02E-21
821,0,0.044461192,0.041906092,0.045077358,0.026375897,0.025512147,,0.154387906,0.279638088,0.005418107,0.00000101,9.50E-22
822,0,0.044327079,0.041777991,0.044941681,0.026287158,0.025425238,,0.154057866,0.279108746,0.005391659,0.000000991,8.87E-22
823,0,0.044193531,0.041650435,0.044806575,0.026198824,0.025338729,,0.153728931,0.278581048,0.005365366,0.000000971,8.29E-22
824,0,0.044060545,0.041523422,0.044672037,0.026110892,0.025252617,,0.153401096,0.278054986,0.005339229,0.00000095,7.75E-22
825,0,0.043928119,0.041396947,0.044538064,0.02602336,0.025166899,,0.153074357,0.277530555,0.005313246,0.000000931,7.24E-22
826,0,0.043796248,0.041271009,0.044404652,0.025936226,0.025081574,,0.152748709,0.277007745,0.005287416,0.000000911,6.76E-22
827,0,0.043664931,0.041145605,0.044271799,0.025849487,0.024996639,,0.152424146,0.276486552,0.005261737,0.000000893,6.32E-22
828,0,0.043534164,0.041020731,0.044139502,0.025763141,0.024912093,,0.152100663,0.275966967,0.00523621,0.000000874,5.90E-22
829,0,0.043403944,0.040896385,0.044007758,0.025677186,0.024827931,,0.151778257,0.275448984,0.005210832,0.000000856,5.51E-22
830,0,0.043274269,0.040772563,0.043876564,0.02559162,0.024744154,,0.151456921,0.274932596,0.005185603,0.000000838,5.15E-22
831,0,0.043145134,0.040649264,0.043745916,0.025506439,0.024660758,,0.151136651,0.274417796,0.005160521,0.000000821,4.81E-22
832,0,0.043016538,0.040526483,0.043615812,0.025421644,0.02457774,,0.150817442,0.273904577,0.005135587,0.000000804,4.50E-22
833,0,0.042888478,0.040404219,0.043486249,0.02533723,0.0244951,,0.15049929,0.273392933,0.005110798,0.000000787,4.20E-22
834,0,0.04276095,0.040282469,0.043357225,0.025253196,0.024412835,,0.150182189,0.272882857,0.005086153,0.000000771,3.93E-22
835,0,0.042633953,0.04016123,0.043228735,0.025169539,0.024330942,,0.149866136,0.272374342,0.005061653,0.000000755,3.67E-22
836,0,0.042507482,0.040040498,0.043100778,0.025086258,0.02424942,,0.149551124,0.271867381,0.005037295,0.000000739,3.43E-22
837,0,0.042381535,0.039920272,0.042973351,0.025003351,0.024168266,,0.14923715,0.271361969,0.005013079,0.000000724,3.20E-22
838,0,0.04225611,0.039800549,0.04284645,0.024920815,0.024087478,,0.148924209,0.270858098,0.004989003,0.000000709,2.99E-22
839,0,0.042131204,0.039681325,0.042720073,0.024838648,0.024007055,,0.148612296,0.270355761,0.004965067,0.000000694,2.79E-22
840,0,0.042006813,0.039562599,0.042594217,0.024756848,0.023926994,,0.148301407,0.269854953,0.004941271,0.00000068,2.61E-22
841,0,0.041882936,0.039444367,0.04246888,0.024675413,0.023847293,,0.147991537,0.269355667,0.004917612,0.000000666,2.44E-22
842,0,0.041759569,0.039326628,0.042344059,0.024594341,0.023767951,,0.147682682,0.268857897,0.00489409,0.000000652,2.28E-22
843,0,0.04163671,0.039209378,0.04221975,0.02451363,0.023688964,,0.147374836,0.268361635,0.004870704,0.000000639,2.13E-22
844,0,0.041514356,0.039092614,0.042095952,0.024433278,0.023610331,,0.147067996,0.267866876,0.004847453,0.000000625,1.99E-22
845,0,0.041392504,0.038976335,0.041972661,0.024353283,0.023532051,,0.146762157,0.267373614,0.004824336,0.000000613,1.86E-22
846,0,0.041271152,0.038860537,0.041849875,0.024273643,0.02345412,,0.146457315,0.266881842,0.004801352,0.0000006,1.74E-22
847,0,0.041150297,0.038745218,0.041727591,0.024194356,0.023376538,,0.146153465,0.266391553,0.004778501,0.000000587,1.62E-22
848,0,0.041029937,0.038630376,0.041605807,0.02411542,0.023299302,,0.145850603,0.265902742,0.004755782,0.000000575,1.52E-22
849,0,0.040910068,0.038516008,0.04148452,0.024036832,0.02322241,,0.145548724,0.265415403,0.004733192,0.000000563,1.42E-22
850,0,0.040790689,0.038402111,0.041363727,0.023958592,0.02314586,,0.145247824,0.264929529,0.004710733,0.000000552,1.32E-22
851,0,0.040671797,0.038288684,0.041243426,0.023880697,0.023069651,,0.144947899,0.264445114,0.004688402,0.00000054,1.24E-22
852,0,0.040553389,0.038175722,0.041123614,0.023803145,0.02299378,,0.144648944,0.263962152,0.0046662,0.000000529,1.15E-22
853,0,0.040435462,0.038063225,0.041004289,0.023725935,0.022918246,,0.144350956,0.263480637,0.004644124,0.000000518,1.08E-22
854,0,0.040318015,0.037951189,0.040885448,0.023649063,0.022843046,,0.14405393,0.263000563,0.004622175,0.000000507,1.01E-22
855,0,0.040201044,0.037839613,0.040767089,0.02357253,0.022768179,,0.143757861,0.262521924,0.004600351,0.000000497,9.42E-23
856,0,0.040084548,0.037728493,0.040649208,0.023496332,0.022693644,,0.143462746,0.262044715,0.004578651,0.000000487,8.80E-23
857,0,0.039968523,0.037617828,0.040531805,0.023420467,0.022619437,,0.14316858,0.261568928,0.004557075,0.000000477,8.22E-23
858,0,0.039852968,0.037507615,0.040414875,0.023344935,0.022545558,,0.142875359,0.261094558,0.004535622,0.000000467,7.68E-23
859,0,0.039737879,0.037397851,0.040298417,0.023269733,0.022472004,,0.142583079,0.2606216,0.004514291,0.000000457,7.18E-23
860,0,0.039623255,0.037288535,0.040182428,0.023194859,0.022398774,,0.142291737,0.260150048,0.004493082,0.000000448,6.70E-23
